strain	filter	kwargs
LC744880	subsampling	
MG746028	subsampling	
MT031761	subsampling	
KY771081	subsampling	
MG746019	subsampling	
LC209454	subsampling	
MN897756	subsampling	
MH218600	subsampling	
MH218724	subsampling	
MH218683	subsampling	
PQ195901	subsampling	
MH218706	subsampling	
JX459907	subsampling	
PP267282	subsampling	
MN038126	subsampling	
MK282256	subsampling	
KM198521	subsampling	
MW305537	subsampling	
KC409308	subsampling	
PV784331	subsampling	
PQ208322	subsampling	
MF140649	subsampling	
EU004657	subsampling	
PQ196529	subsampling	
KC576910	subsampling	
OL336385	subsampling	
PQ273190	subsampling	
PQ196549	subsampling	
PV275041	subsampling	
MK752934	subsampling	
PP267288	subsampling	
MZ265480	subsampling	
MW305628	subsampling	
OR546398	subsampling	
PP663093	subsampling	
OR084264	subsampling	
OL898512	subsampling	
MG745995	subsampling	
JX445152	subsampling	
PX458249	subsampling	
MW305690	subsampling	
KM198584	subsampling	
MK067295	subsampling	
MW305670	subsampling	
PQ215544	subsampling	
LC209455	subsampling	
MW305560	subsampling	
JN400624	subsampling	
PQ100949	subsampling	
KC175376	subsampling	
OL898509	subsampling	
MK764016	subsampling	
OR397784	subsampling	
LC790052	subsampling	
PP550059	subsampling	
MK629457	subsampling	
MW305677	subsampling	
MW661273	subsampling	
LC597128	subsampling	
MT218322	subsampling	
OR536459	subsampling	
KM036380	subsampling	
LC122694	subsampling	
MW305604	subsampling	
LC369229	subsampling	
LC122933	subsampling	
LC122891	subsampling	
LC744875	subsampling	
PV843276	subsampling	
MK762629	subsampling	
OR546397	subsampling	
KU311158	subsampling	
MW305619	subsampling	
OM992315	subsampling	
LC769699	subsampling	
KC409294	subsampling	
KC175342	subsampling	
MN588301	subsampling	
KT970370	subsampling	
OR536446	subsampling	
PX458263	subsampling	
MK614136	subsampling	
MH260481	subsampling	
LC769690	subsampling	
OP649637	subsampling	
PQ209098	subsampling	
MW305597	subsampling	
KT780415	subsampling	
KT780394	subsampling	
LC868428	subsampling	
PQ195885	subsampling	
KJ196285	subsampling	
PQ196514	subsampling	
MK614128	subsampling	
EU004677	subsampling	
MH218725	subsampling	
MF140641	subsampling	
PP564831	subsampling	
LC122874	subsampling	
MH747479	subsampling	
OL685293	subsampling	
LC122804	subsampling	
MN199033	subsampling	
PV605297	subsampling	
OR536487	subsampling	
MH218644	subsampling	
PX458215	subsampling	
PQ209097	subsampling	
AB435515	subsampling	
AB933710	subsampling	
MK764040	subsampling	
KC409247	subsampling	
PV784346	subsampling	
MK752938	subsampling	
LC122792	subsampling	
MK907785	subsampling	
LC769701	subsampling	
OR536474	subsampling	
HQ392821	subsampling	
PQ507169	subsampling	
MW228040	subsampling	
PV241703	subsampling	
LC122697	subsampling	
OR793097	subsampling	
MK762569	subsampling	
KJ955493	subsampling	
LC848168	subsampling	
MT233268	subsampling	
MF421539	subsampling	
MH218709	subsampling	
PV784324	subsampling	
MG495081	subsampling	
KT202793	subsampling	
MG745994	subsampling	
JQ613572	subsampling	
MH218601	subsampling	
KU743152	subsampling	
MW305710	subsampling	
KM198560	subsampling	
KY887602	subsampling	
KC577174	subsampling	
MN227772	subsampling	
PQ195889	subsampling	
MW305571	subsampling	
PP550074	subsampling	
LC122744	subsampling	
PQ583779	subsampling	
OR536450	subsampling	
KT780404	subsampling	
OP205561	subsampling	
MG002632	subsampling	
MF140639	subsampling	
MW284782	subsampling	
KC409287	subsampling	
MZ220330	subsampling	
PQ373121	subsampling	
HQ169542	subsampling	
PX458224	subsampling	
KP784694	subsampling	
MW305688	subsampling	
PQ215541	subsampling	
KT970372	subsampling	
LC369252	subsampling	
MH260501	subsampling	
MK753033	subsampling	
KC175363	subsampling	
KU561254	subsampling	
MW305647	subsampling	
MN908340	subsampling	
PP267285	subsampling	
MW305506	subsampling	
MH218710	subsampling	
LC209437	subsampling	
OP723153	subsampling	
MK073887	subsampling	
LC122835	subsampling	
PV784323	subsampling	
MF140637	subsampling	
OM373562	subsampling	
LC048991	subsampling	
AB933665	subsampling	
KU557785	subsampling	
MG495080	subsampling	
MH638229	subsampling	
GQ845367	subsampling	
MW305487	subsampling	
MN308014	subsampling	
MG745988	subsampling	
LC122777	subsampling	
PQ310236	subsampling	
MW305685	subsampling	
KM198583	subsampling	
GU991354	subsampling	
MK764018	subsampling	
OP811331	subsampling	
PQ213437	subsampling	
MH218713	subsampling	
PQ273182	subsampling	
LC122719	subsampling	
AB933727	subsampling	
MN588303	subsampling	
PV920384	subsampling	
KR232647	subsampling	
PQ373137	subsampling	
OR084263	subsampling	
KU557790	subsampling	
MZ546181	subsampling	
PV784303	subsampling	
MZ268406	subsampling	
KC175343	subsampling	
KC894731	subsampling	
KM198555	subsampling	
PV784267	subsampling	
MK907786	subsampling	
MK773587	subsampling	
MK648240	subsampling	
KF039725	subsampling	
OP205537	subsampling	
PV242305	subsampling	
OR536492	subsampling	
KC409258	subsampling	
KC517372	subsampling	
PV784288	subsampling	
KM198514	subsampling	
MT712130	subsampling	
PQ475910	subsampling	
MH608288	subsampling	
MN308005	subsampling	
JX023286	subsampling	
OR546392	subsampling	
EU004665	subsampling	
EU004678	subsampling	
KM198574	subsampling	
LC122702	subsampling	
HM596590	subsampling	
JX439817	subsampling	
KC409299	subsampling	
MW305515	subsampling	
LC790054	subsampling	
KM198587	subsampling	
MG892974	subsampling	
OR793095	subsampling	
OM980240	subsampling	
KC409239	subsampling	
MZ546182	subsampling	
LC122763	subsampling	
PV784271	subsampling	
MT357897	subsampling	
MT474033	subsampling	
AB933746	subsampling	
MH218616	subsampling	
PQ195895	subsampling	
LC769707	subsampling	
AB933683	subsampling	
LC122810	subsampling	
MH218643	subsampling	
MK614135	subsampling	
MT158854	subsampling	
EU854589	subsampling	
OR536444	subsampling	
MN996296	subsampling	
MT474042	subsampling	
MH702276	subsampling	
MH746925	subsampling	
MZ462930	subsampling	
PQ373145	subsampling	
MG706448	subsampling	
OR844380	subsampling	
OM373532	subsampling	
AB933693	subsampling	
MH218714	subsampling	
OR050582	subsampling	
KC175357	subsampling	
MH218570	subsampling	
MK614129	subsampling	
MW305576	subsampling	
OR084256	subsampling	
KY424337	subsampling	
LC369215	subsampling	
PQ557607	subsampling	
KC409292	subsampling	
MN588302	subsampling	
LC769698	subsampling	
AB933658	subsampling	
OP727607	subsampling	
LC877023	subsampling	
MG746020	subsampling	
LC877021	subsampling	
PX458237	subsampling	
KF712498	subsampling	
PX458243	subsampling	
KM198505	subsampling	
PQ373119	subsampling	
KC517364	subsampling	
OK376256	subsampling	
OP205581	subsampling	
OQ552775	subsampling	
OQ552770	subsampling	
PQ273199	subsampling	
LC122908	subsampling	
MW305481	subsampling	
PQ195943	subsampling	
KC175351	subsampling	
PP550069	subsampling	
MW559990	subsampling	
MH260489	subsampling	
MF918359	subsampling	
EU004676	subsampling	
OP609644	subsampling	
AB933736	subsampling	
KM198545	subsampling	
MF140659	subsampling	
AB933670	subsampling	
OP669384	subsampling	
KF429790	subsampling	
LC790070	subsampling	
MF167651	subsampling	
MW019957	subsampling	
OR844370	subsampling	
MN308010	subsampling	
MK753034	subsampling	
AB933666	subsampling	
KT780397	subsampling	
MK762567	subsampling	
KC175388	subsampling	
PV920367	subsampling	
LC646333	subsampling	
MT028542	subsampling	
PP267296	subsampling	
PP549879	subsampling	
PV242313	subsampling	
OR463400	subsampling	
OR397770	subsampling	
OP037979	subsampling	
MN308011	subsampling	
MW305729	subsampling	
MK762626	subsampling	
OR793083	subsampling	
LC122749	subsampling	
OR546393	subsampling	
MG746041	subsampling	
MH218671	subsampling	
KU311163	subsampling	
PP576343	subsampling	
OR536443	subsampling	
PQ482379	subsampling	
MT008454	subsampling	
PQ273196	subsampling	
PV394762	subsampling	
PV765571	subsampling	
MT358379	subsampling	
PQ195945	subsampling	
MW945229	subsampling	
MW305501	subsampling	
PV275061	subsampling	
KC409318	subsampling	
PQ195924	subsampling	
LC209463	subsampling	
KM198566	subsampling	
OR536495	subsampling	
KJ685414	subsampling	
MH218702	subsampling	
AB933697	subsampling	
KM198507	subsampling	
KF429787	subsampling	
AB933732	subsampling	
OR262328	subsampling	
LC848164	subsampling	
PQ100946	subsampling	
LC726081	subsampling	
AB933724	subsampling	
MW009072	subsampling	
MH260480	subsampling	
OP037980	subsampling	
OR648672	subsampling	
AB933661	subsampling	
PQ208321	subsampling	
PV750890	subsampling	
PQ196539	subsampling	
LC122704	subsampling	
MK616560	subsampling	
OK562729	subsampling	
MG572716	subsampling	
PV920380	subsampling	
LC122814	subsampling	
OR536478	subsampling	
MN588300	subsampling	
PQ215525	subsampling	
LC122878	subsampling	
KM102450	subsampling	
OM388564	subsampling	
OQ682536	subsampling	
PQ442935	subsampling	
LC209441	subsampling	
PV275060	subsampling	
KT202795	subsampling	
MW019618	subsampling	
AB933678	subsampling	
MW305623	subsampling	
MG746018	subsampling	
PV784297	subsampling	
KC175383	subsampling	
MT474048	subsampling	
OR844372	subsampling	
PQ336849	subsampling	
LC597111	subsampling	
OQ552777	subsampling	
MW305502	subsampling	
AB933725	subsampling	
MK907789	subsampling	
PV588796	subsampling	
KY392868	subsampling	
KU561256	subsampling	
KJ685412	subsampling	
OP723154	subsampling	
MW661278	subsampling	
JQ911598	subsampling	
MZ272475	subsampling	
MH890539	subsampling	
LC122904	subsampling	
OP205564	subsampling	
MW305700	subsampling	
LC769702	subsampling	
OP690426	subsampling	
LC122731	subsampling	
AB933757	subsampling	
JX289821	subsampling	
KC517361	subsampling	
LC145786	subsampling	
JN400619	subsampling	
KF039732	subsampling	
KY210920	subsampling	
MK067292	subsampling	
PQ213805	subsampling	
LC122791	subsampling	
MH218677	subsampling	
LC726060	subsampling	
JF781268	subsampling	
MW305734	subsampling	
MT409886	subsampling	
JX445168	subsampling	
OR397779	subsampling	
KT970376	subsampling	
PQ031233	subsampling	
OP691295	subsampling	
PQ195898	subsampling	
MW661249	subsampling	
JX048594	subsampling	
KF895841	subsampling	
MH218665	subsampling	
KM198501	subsampling	
KC175408	subsampling	
PQ461161	subsampling	
MH702271	subsampling	
JN400607	subsampling	
EU004658	subsampling	
LC726083	subsampling	
KX907731	subsampling	
PP658551	subsampling	
MT031988	subsampling	
EU004683	subsampling	
LC122714	subsampling	
MZ220331	subsampling	
MN227775	subsampling	
LC122828	subsampling	
OR397786	subsampling	
OR844378	subsampling	
OQ848746	subsampling	
JQ613569	subsampling	
OP205545	subsampling	
KM198484	subsampling	
PQ214832	subsampling	
KT780409	subsampling	
MF140676	subsampling	
PP267279	subsampling	
KC960616	subsampling	
JX126913	subsampling	
AB933756	subsampling	
PQ336851	subsampling	
OR267444	subsampling	
MW305485	subsampling	
MT738527	subsampling	
MH218731	subsampling	
MH702285	subsampling	
OP729314	subsampling	
LC122812	subsampling	
PX458265	subsampling	
PX458206	subsampling	
KM198571	subsampling	
MH260486	subsampling	
PV750893	subsampling	
MH218728	subsampling	
MK956174	subsampling	
MW661264	subsampling	
MK762627	subsampling	
MK762561	subsampling	
MH218738	subsampling	
MN567957	subsampling	
JX459906	subsampling	
MH260508	subsampling	
MH218622	subsampling	
MT158862	subsampling	
OP205572	subsampling	
MK073893	subsampling	
KM198523	subsampling	
LC699535	subsampling	
MW305721	subsampling	
OR536476	subsampling	
MN308013	subsampling	
MW661280	subsampling	
PQ594187	subsampling	
LC122740	subsampling	
KX158286	subsampling	
OR536468	subsampling	
MH979229	subsampling	
KC409269	subsampling	
MW305686	subsampling	
KC810025	subsampling	
LC122723	subsampling	
MH218640	subsampling	
LC209433	subsampling	
KC464498	subsampling	
MH130046	subsampling	
OR792774	subsampling	
KJ196278	subsampling	
LC369253	subsampling	
KM198537	subsampling	
KM198486	subsampling	
OR268208	subsampling	
PQ304614	subsampling	
PV394763	subsampling	
PQ195925	subsampling	
KM198516	subsampling	
PQ195940	subsampling	
PV242301	subsampling	
MW305696	subsampling	
PQ308686	subsampling	
MW305708	subsampling	
KT780408	subsampling	
LC122748	subsampling	
KF039734	subsampling	
MH218609	subsampling	
EF684915	subsampling	
AB933657	subsampling	
MW305712	subsampling	
KC175323	subsampling	
OM372476	subsampling	
LC122747	subsampling	
PX458202	subsampling	
AB933686	subsampling	
MK073894	subsampling	
LC122909	subsampling	
KY424339	subsampling	
PQ310251	subsampling	
KC409314	subsampling	
MT363962	subsampling	
PQ304613	subsampling	
OR084262	subsampling	
OP205583	subsampling	
KC597140	subsampling	
PP550089	subsampling	
MW305579	subsampling	
PX458227	subsampling	
OR536482	subsampling	
LC122780	subsampling	
MH260510	subsampling	
MK752946	subsampling	
LC122830	subsampling	
KM198511	subsampling	
OR397766	subsampling	
MZ958411	subsampling	
MW305542	subsampling	
PX458201	subsampling	
PQ304611	subsampling	
LC122782	subsampling	
KC175344	subsampling	
OP205584	subsampling	
KY424350	subsampling	
OP205573	subsampling	
AB933673	subsampling	
LC122762	subsampling	
MH608286	subsampling	
PX285872	subsampling	
NC_029647	subsampling	
KC409275	subsampling	
PV282526	subsampling	
MF140664	subsampling	
MW305705	subsampling	
AB933740	subsampling	
LC209431	subsampling	
PP267275	subsampling	
PV746276	subsampling	
MK648239	subsampling	
PV282512	subsampling	
KC175347	subsampling	
LC122776	subsampling	
MG557650	subsampling	
LC769683	subsampling	
AB933734	subsampling	
LC369258	subsampling	
JQ911596	subsampling	
MT031821	subsampling	
PV750888	subsampling	
MG746002	subsampling	
AB933680	subsampling	
MT227824	subsampling	
PV275047	subsampling	
MZ478134	subsampling	
KC409293	subsampling	
MW305558	subsampling	
LC744873	subsampling	
LC421227	subsampling	
MK614130	subsampling	
PQ310129	subsampling	
LC122696	subsampling	
KF944111	subsampling	
KM198527	subsampling	
EU004659	subsampling	
LC122885	subsampling	
PX458193	subsampling	
LC122916	subsampling	
KM198572	subsampling	
AB933751	subsampling	
JQ613568	subsampling	
AB933749	subsampling	
PQ583777	subsampling	
MG746007	subsampling	
MF140655	subsampling	
MW305635	subsampling	
PQ310235	subsampling	
MW305532	subsampling	
JX445154	subsampling	
KY424349	subsampling	
PX458258	subsampling	
KY421122	subsampling	
KC409265	subsampling	
LC122821	subsampling	
OR793087	subsampling	
OK376253	subsampling	
JN400609	subsampling	
PP550060	subsampling	
PV765586	subsampling	
KC894942	subsampling	
OR546391	subsampling	
OL451533	subsampling	
MG892908	subsampling	
HM748973	subsampling	
LC369237	subsampling	
MH218624	subsampling	
PQ273188	subsampling	
MW305633	subsampling	
KM198519	subsampling	
MH260491	subsampling	
LC699531	subsampling	
MH260494	subsampling	
MW661258	subsampling	
LC122756	subsampling	
LC848172	subsampling	
AB933735	subsampling	
MK073886	subsampling	
MK762560	subsampling	
MT238667	subsampling	
JN400616	subsampling	
LC877033	subsampling	
GQ845370	subsampling	
PX458212	subsampling	
PV282511	subsampling	
KM198568	subsampling	
MH218735	subsampling	
LC726079	subsampling	
MN227771	subsampling	
PX458280	subsampling	
MT474044	subsampling	
LC122779	subsampling	
MK213549	subsampling	
PV275040	subsampling	
OP727613	subsampling	
PQ195906	subsampling	
PX353865	subsampling	
MW661253	subsampling	
LC597127	subsampling	
MW305694	subsampling	
OR463402	subsampling	
MW305660	subsampling	
MG746025	subsampling	
PV266775	subsampling	
MW305709	subsampling	
MW305569	subsampling	
LC726080	subsampling	
PV920376	subsampling	
LC122914	subsampling	
OR793094	subsampling	
KC175368	subsampling	
KU561252	subsampling	
MW662289	subsampling	
JQ622197	subsampling	
PV416744	subsampling	
MH218711	subsampling	
OM372487	subsampling	
MH218613	subsampling	
LC122689	subsampling	
PV765576	subsampling	
LC769691	subsampling	
PP564827	subsampling	
AB933720	subsampling	
PV784270	subsampling	
MW305504	subsampling	
PP645198	subsampling	
MK355713	subsampling	
MF140666	subsampling	
PV750880	subsampling	
PV784344	subsampling	
MZ227264	subsampling	
PV784285	subsampling	
KM198481	subsampling	
PP267280	subsampling	
AB933668	subsampling	
LC122713	subsampling	
PQ273187	subsampling	
MF140645	subsampling	
MN473468	subsampling	
JF320653	subsampling	
PQ196546	subsampling	
OR793080	subsampling	
MN453359	subsampling	
PX458236	subsampling	
PP584624	subsampling	
MN394542	subsampling	
PQ507177	subsampling	
PV784293	subsampling	
LC122884	subsampling	
PQ209109	subsampling	
KP784697	subsampling	
OP205533	subsampling	
PV394764	subsampling	
LC699532	subsampling	
KP784691	subsampling	
MF140635	subsampling	
MW305621	subsampling	
OR050583	subsampling	
PV282515	subsampling	
MT474052	subsampling	
MK773585	subsampling	
KT202794	subsampling	
MW305516	subsampling	
MH218681	subsampling	
MT344182	subsampling	
KX586330	subsampling	
LC699534	subsampling	
OL913976	subsampling	
KT780401	subsampling	
MT725762	subsampling	
MK752941	subsampling	
LC384111	subsampling	
MW305540	subsampling	
PQ273185	subsampling	
MK934772	subsampling	
MT344181	subsampling	
MN853414	subsampling	
MK756037	subsampling	
MK773580	subsampling	
KJ194504	subsampling	
PV282516	subsampling	
PQ196537	subsampling	
KM198577	subsampling	
MT242482	subsampling	
KC464496	subsampling	
LC209464	subsampling	
MK928497	subsampling	
KJ710245	subsampling	
JN975493	subsampling	
OQ552779	subsampling	
MW581012	subsampling	
OR536461	subsampling	
PV242309	subsampling	
OR065073	subsampling	
MW305565	subsampling	
MK073891	subsampling	
LC122882	subsampling	
KC464497	subsampling	
OP205553	subsampling	
MK752949	subsampling	
MT238666	subsampling	
MW305538	subsampling	
PQ195921	subsampling	
MW261798	subsampling	
PV784280	subsampling	
PQ336943	subsampling	
KY424345	subsampling	
OP727609	subsampling	
MK762573	subsampling	
MG746003	subsampling	
KM198512	subsampling	
OQ552778	subsampling	
OQ940068	subsampling	
LC209471	subsampling	
LC122826	subsampling	
MK754447	subsampling	
PP381831	subsampling	
JX445157	subsampling	
PQ213436	subsampling	
MG746013	subsampling	
PX458262	subsampling	
KT780398	subsampling	
PQ195899	subsampling	
NC_039477	subsampling	
MK764042	subsampling	
LC122901	subsampling	
MT357993	subsampling	
AB983218	subsampling	
MF140662	subsampling	
LC769703	subsampling	
MN308004	subsampling	
OR397775	subsampling	
LC790063	subsampling	
AB933681	subsampling	
MW305584	subsampling	
OP205531	subsampling	
MN588299	subsampling	
KM198526	subsampling	
MF140682	subsampling	
OP712197	subsampling	
KM198580	subsampling	
PP267270	subsampling	
MW305718	subsampling	
MT474038	subsampling	
MW305521	subsampling	
MK753014	subsampling	
LC726086	subsampling	
MF140677	subsampling	
LC209456	subsampling	
KC409251	subsampling	
PV242303	subsampling	
OM884056	subsampling	
MK762641	subsampling	
MK764041	subsampling	
PP550061	subsampling	
LC868435	subsampling	
MW009070	subsampling	
MG746000	subsampling	
NC_039475	subsampling	
OP037982	subsampling	
KC409242	subsampling	
PP658557	subsampling	
OL336382	subsampling	
LC209432	subsampling	
LC868436	subsampling	
PV282514	subsampling	
MH218628	subsampling	
PV174245	subsampling	
KM198578	subsampling	
PP423019	subsampling	
MN588305	subsampling	
KU311162	subsampling	
AB933674	subsampling	
PQ195907	subsampling	
LC209475	subsampling	
LC769694	subsampling	
MH218627	subsampling	
OR069406	subsampling	
LC122867	subsampling	
LC726074	subsampling	
PQ373142	subsampling	
PV765506	subsampling	
PQ336945	subsampling	
LC066046	subsampling	
MK236609	subsampling	
LC122921	subsampling	
OQ702254	subsampling	
PQ209107	subsampling	
MT474040	subsampling	
PQ373132	subsampling	
LC369240	subsampling	
JX439818	subsampling	
LC122759	subsampling	
PQ373123	subsampling	
PV275069	subsampling	
MF140636	subsampling	
JX145650	subsampling	
MW854326	subsampling	
MT158852	subsampling	
KY934262	subsampling	
LC369232	subsampling	
LC122888	subsampling	
MH218612	subsampling	
MH260496	subsampling	
OQ342793	subsampling	
MK762570	subsampling	
MG495085	subsampling	
PQ196527	subsampling	
MZ292794	subsampling	
OM372482	subsampling	
LC373449	subsampling	
OM372682	subsampling	
KY496328	subsampling	
KM198482	subsampling	
MF802553	subsampling	
PV588656	subsampling	
MF352142	subsampling	
MT238672	subsampling	
KM198503	subsampling	
OR397777	subsampling	
MH260478	subsampling	
OR463468	subsampling	
MW661265	subsampling	
MH218623	subsampling	
PV784284	subsampling	
AB933721	subsampling	
KT780414	subsampling	
MZ546178	subsampling	
AB933647	subsampling	
MW305716	subsampling	
MW305512	subsampling	
LC145800	subsampling	
PV765566	subsampling	
MT755733	subsampling	
MT451991	subsampling	
MW305651	subsampling	
KC409297	subsampling	
AB933646	subsampling	
KC409271	subsampling	
MK789432	subsampling	
PX458274	subsampling	
PV282513	subsampling	
PQ304610	subsampling	
PV242299	subsampling	
MW305692	subsampling	
PQ215526	subsampling	
PV282525	subsampling	
PP550072	subsampling	
MH218590	subsampling	
AB933684	subsampling	
MN308016	subsampling	
OP162336	subsampling	
GQ845024	subsampling	
MH702274	subsampling	
PX458190	subsampling	
PP550082	subsampling	
LC509011	subsampling	
PV765583	subsampling	
MK762640	subsampling	
OL685302	subsampling	
MZ291631	subsampling	
MT439866	subsampling	
KM198590	subsampling	
KX158282	subsampling	
KT992788	subsampling	
OR536451	subsampling	
LC122722	subsampling	
LC726089	subsampling	
LC122893	subsampling	
LC122845	subsampling	
MG745998	subsampling	
OM386843	subsampling	
MH218656	subsampling	
KC409279	subsampling	
MG745993	subsampling	
MH218631	subsampling	
KC631827	subsampling	
AB933669	subsampling	
MG495083	subsampling	
AB933659	subsampling	
LC699541	subsampling	
PP550085	subsampling	
PV784275	subsampling	
PQ215538	subsampling	
MG892929	subsampling	
KJ955492	subsampling	
MG746016	subsampling	
MG002634	subsampling	
MH218636	subsampling	
MG892953	subsampling	
KM198586	subsampling	
JX439815	subsampling	
KY421039	subsampling	
MN308020	subsampling	
PX458253	subsampling	
LC369255	subsampling	
AB933755	subsampling	
OR084261	subsampling	
KF039735	subsampling	
PV553834	subsampling	
MZ546179	subsampling	
PV232426	subsampling	
JN975495	subsampling	
PQ507186	subsampling	
MW305494	subsampling	
OL685298	subsampling	
PX458231	subsampling	
MK764022	subsampling	
OR512564	subsampling	
MK956173	subsampling	
MN248513	subsampling	
AB933719	subsampling	
OP901694	subsampling	
OP205567	subsampling	
MT344179	subsampling	
KF712499	subsampling	
MT233270	subsampling	
MW305595	subsampling	
LC369256	subsampling	
PQ196531	subsampling	
JX989075	subsampling	
MW661259	subsampling	
LC369241	subsampling	
KC175410	subsampling	
LC258403	subsampling	
PX458277	subsampling	
PQ195942	subsampling	
MH702258	subsampling	
MN308015	subsampling	
OP205556	subsampling	
MK073889	subsampling	
OQ552776	subsampling	
PX458196	subsampling	
JN400626	subsampling	
PP267278	subsampling	
OL336387	subsampling	
MG892946	subsampling	
MT362913	subsampling	
LC145808	subsampling	
GU445325	subsampling	
KC409305	subsampling	
PP587394	subsampling	
OR262325	subsampling	
JN400599	subsampling	
MW661261	subsampling	
KC517378	subsampling	
PV289253	subsampling	
MZ546183	subsampling	
MK752940	subsampling	
PQ215540	subsampling	
MW305526	subsampling	
OQ940071	subsampling	
OR536472	subsampling	
OP037976	subsampling	
LC744867	subsampling	
LC122883	subsampling	
MW305575	subsampling	
LC145787	subsampling	
KP784695	subsampling	
MK762722	subsampling	
LC122707	subsampling	
OR050586	subsampling	
MG745999	subsampling	
KC409286	subsampling	
OM373210	subsampling	
PV765578	subsampling	
MW559994	subsampling	
LC122843	subsampling	
LC122842	subsampling	
PQ195881	subsampling	
KC409288	subsampling	
MK614133	subsampling	
OM372595	subsampling	
KC175400	subsampling	
OR793089	subsampling	
MH890538	subsampling	
LC122813	subsampling	
LC122837	subsampling	
LC122768	subsampling	
MK775030	subsampling	
KT780399	subsampling	
MH218593	subsampling	
AB933762	subsampling	
MH218595	subsampling	
JN400611	subsampling	
PQ195929	subsampling	
MG733285	subsampling	
OL685299	subsampling	
PV087407	subsampling	
MH188080	subsampling	
MH218708	subsampling	
MW305496	subsampling	
MK956177	subsampling	
OQ940077	subsampling	
MN416764	subsampling	
MK067294	subsampling	
LC209460	subsampling	
LC771966	subsampling	
OP037977	subsampling	
AB933744	subsampling	
MH279825	subsampling	
MH218659	subsampling	
LC597131	subsampling	
MH218614	subsampling	
KC409285	subsampling	
MF167650	subsampling	
PQ218468	subsampling	
PQ373136	subsampling	
MH218695	subsampling	
MZ462933	subsampling	
KC409243	subsampling	
PQ207933	subsampling	
KJ649705	subsampling	
AB933650	subsampling	
OR793090	subsampling	
LC122712	subsampling	
OR050584	subsampling	
MW305636	subsampling	
LC597132	subsampling	
MT416724	subsampling	
KC409276	subsampling	
AB985437	subsampling	
PQ273195	subsampling	
PQ304634	subsampling	
PQ585620	subsampling	
LC790066	subsampling	
MH413069	subsampling	
PP550068	subsampling	
PV920382	subsampling	
AB933758	subsampling	
OR397776	subsampling	
PP267273	subsampling	
MH218581	subsampling	
PV242308	subsampling	
PQ182552	subsampling	
LC597120	subsampling	
OM372481	subsampling	
AB933677	subsampling	
MH218664	subsampling	
LC848162	subsampling	
PV275049	subsampling	
PQ593082	subsampling	
PV275059	subsampling	
LC790062	subsampling	
KF039726	subsampling	
KY887605	subsampling	
PQ308687	subsampling	
KC409303	subsampling	
JX459900	subsampling	
PQ207937	subsampling	
AB933672	subsampling	
OR793085	subsampling	
MN122335	subsampling	
OP162341	subsampling	
KM258128	subsampling	
KF429771	subsampling	
MW305533	subsampling	
PQ373146	subsampling	
PP498987	subsampling	
PQ207947	subsampling	
KC409246	subsampling	
PQ196550	subsampling	
AB933703	subsampling	
MF140654	subsampling	
KM198532	subsampling	
JX445163	subsampling	
PQ641315	subsampling	
LC122729	subsampling	
LC868434	subsampling	
OP205542	subsampling	
PV750875	subsampling	
MT362916	subsampling	
MH218730	subsampling	
MW305730	subsampling	
MN308023	subsampling	
LC597114	subsampling	
LC597123	subsampling	
KT326182	subsampling	
KC175394	subsampling	
MW581007	subsampling	
OP205574	subsampling	
JX459908	subsampling	
MZ265003	subsampling	
MH702282	subsampling	
PX458197	subsampling	
PP549877	subsampling	
KC175389	subsampling	
MW305668	subsampling	
MW305669	subsampling	
PQ215542	subsampling	
KM198570	subsampling	
OR536488	subsampling	
PQ273191	subsampling	
MN307993	subsampling	
LC122703	subsampling	
KC175407	subsampling	
EU004671	subsampling	
MH218723	subsampling	
LC373450	subsampling	
KC409311	subsampling	
MF140673	subsampling	
OR793082	subsampling	
MW305611	subsampling	
KJ196284	subsampling	
MH746924	subsampling	
KT202796	subsampling	
KF429762	subsampling	
OP727606	subsampling	
MZ679045	subsampling	
MH218736	subsampling	
PQ336864	subsampling	
LC228948	subsampling	
KU561253	subsampling	
PP594195	subsampling	
PQ195914	subsampling	
OL943799	subsampling	
PV920381	subsampling	
PP550055	subsampling	
MN782359	subsampling	
LC122841	subsampling	
MH443711	subsampling	
MH747480	subsampling	
MN248518	subsampling	
LC209442	subsampling	
KP784696	subsampling	
GQ845366	subsampling	
PQ273184	subsampling	
PX458220	subsampling	
PV920379	subsampling	
MH260502	subsampling	
LC122819	subsampling	
LC122742	subsampling	
MN462922	subsampling	
MZ227265	subsampling	
KC175353	subsampling	
PX458203	subsampling	
MW305497	subsampling	
MN248514	subsampling	
MT008459	subsampling	
PQ218789	subsampling	
LC209436	subsampling	
OP205551	subsampling	
MW305719	subsampling	
MH321825	subsampling	
LC122856	subsampling	
MK753016	subsampling	
KT992789	subsampling	
LC122755	subsampling	
PV588797	subsampling	
KC962453	subsampling	
MW661246	subsampling	
JQ613552	subsampling	
KM198542	subsampling	
AB933716	subsampling	
KC409266	subsampling	
MH218698	subsampling	
MW261796	subsampling	
MH218680	subsampling	
JN400622	subsampling	
MW019958	subsampling	
MT008457	subsampling	
KM198557	subsampling	
PV784268	subsampling	
MW305682	subsampling	
OR536453	subsampling	
LC145795	subsampling	
MH218634	subsampling	
JX448566	subsampling	
LC122829	subsampling	
MN996297	subsampling	
KC175372	subsampling	
KF586507	subsampling	
KM198569	subsampling	
PQ218568	subsampling	
